id,name,website,description,hq_country
mceng-espa-a,MCENG ESPAÑA,https://www.mc-engineering.com,"MC Engineering provides specialist engineering and technology services for the automotive, aerospace, and energy sectors.",ES
mcnab,McNab,https://www.mcnab.net.au,McNab is a leading Australian construction and development company known for high-quality commercial and residential projects.,AU
mcpherson-s-consumer-products,McPherson's Consumer Products,https://www.mcphersons.com.au,"McPherson's is a leading Australian supplier of health, wellness, and beauty consumer products.",AU
mcri,Murdoch Children's Research Institute (MCRI),https://www.mcri.edu.au,The Murdoch Children's Research Institute (MCRI) is the largest child health research institute in Australia.,AU
mediamarkt-espa-a,MediaMarkt España,https://www.mediamarkt.es,MediaMarkt is a leading European retailer for consumer electronics and household appliances with a strong presence in Spain.,DE
melt-group,Melt Group,https://www.meltgroup.com,Melt Group is an international human resources consultancy providing recruitment and executive search services.,ES
merak,MERAK,https://www.merak-hvac.com,"Merak, a subsidiary of Knorr-Bremse, is a global leader in railway HVAC systems, specializing in climate control for rail vehicles.",ES
merchantspring,MerchantSpring,https://www.merchantspring.io,MerchantSpring provides marketplace analytics and reporting solutions to help agencies and brands optimize their online marketplace performance.,AU
merkle-aotearoa,Merkle Aotearoa,https://www.merkle.com/nz,Merkle Aotearoa is a leading data-driven customer experience management company and part of the Dentsu group.,NZ
metarina,Metarina,https://www.metarina.com,Metarina provides a digital platform and marina management software to connect boaters with marina services efficiently.,DE
metrica,METRICA,https://www.metrica.es,"METRICA is a technology and digital consultancy specializing in IT staff augmentation, software development, and managed IT solutions.",ES
metso,Metso,https://www.metso.com,"Metso is a global leader in sustainable technologies, end-to-end solutions, and services for the aggregates, minerals processing, and metals refining industries.",FI
microchip-technology-inc,Microchip Technology Inc.,https://www.microchip.com,"Microchip Technology is a leading provider of smart, connected, and secure embedded control solutions.",US
microsoft-ai,Microsoft AI,https://www.microsoft.com/ai,Microsoft AI is the division of Microsoft dedicated to developing advanced artificial intelligence technologies and platforms.,US
mike-copiloto-inmobiliario,MIKE | Copiloto Inmobiliario,https://virtualmike.ai,"MIKE is an AI-powered legal advisor for the real estate sector, providing immediate answers to legal queries and documentation support.",ES
mind-recruitment,"Mind Recruitment | specialists in Technology, Executive & IT Sales recruitment",https://www.mindrecruitment.com,"Mind Recruitment is an Australian agency specializing in technology, executive search, and IT sales recruitment.",AU
minsait,Minsait,https://www.minsait.com,"Minsait, an Indra company, is a leading digital transformation and IT consultancy, providing innovative business solutions.",ES
mistral-ai,Mistral AI,https://mistral.ai,Mistral AI is a French artificial intelligence company developing cutting-edge large language models and generative AI tools.,FR
mitre-10-new-zealand-limited,Mitre 10 (New Zealand) Limited,https://www.mitre10.co.nz,"Mitre 10 is New Zealand's largest home improvement and garden retailer, operating as a co-operative.",NZ
mitsui-chemicals-group,Mitsui Chemicals Group,https://mitsuichemicals.com,"Mitsui Chemicals Group is a leading Japanese chemical company providing innovative materials for automotive, healthcare, and packaging.",JP
mlabs,MLabs,https://mlabs.city,"MLabs is a global software consultancy specializing in high-assurance software development using Haskell, Rust, and blockchain technologies.",PT
mongodb,MongoDB,https://www.mongodb.com,"MongoDB is a leading developer data platform, known for its scalable and flexible document-oriented database.",US
moove-cars,Moove Cars,https://www.moovecars.com,"Moove Cars is a leading mobility company in Spain, operating a large fleet of vehicles for transport services and ride-hailing platforms.",ES
morse-micro,Morse Micro,https://www.morsemicro.com,"Morse Micro is a semiconductor company specializing in Wi-Fi HaLow technology for long-range, low-power IoT connectivity.",AU
mosaic-factor,MOSAIC FACTOR,https://www.mosaicfactor.com,"Mosaic Factor is an AI and Big Data partner focusing on data science solutions for mobility, logistics, and sustainability.",ES
motorola-solutions,Motorola Solutions,https://www.motorolasolutions.com,"Motorola Solutions is a global leader in public safety and enterprise security, providing mission-critical communications and video solutions.",US
mri-software,MRI Software,https://www.mrisoftware.com,"MRI Software is a global leader in real estate software, providing solutions for property management and investment.",US
msd-australia-new-zealand,MSD Australia & New Zealand,https://www.msd-australia.com.au,MSD (known as Merck in the US) is a leading global biopharmaceutical company developing innovative medicines and vaccines.,US
murphy-ai,Murphy AI,https://www.getmurphy.ai,"Murphy AI provides an AI-powered debt collection platform that optimizes recovery rates through automated, personalized communication.",ES
muscle-nation,Muscle Nation,https://musclenation.org,"Muscle Nation is one of Australia's leading fitness clothing and supplement brands, known for its community-driven approach.",AU
mutinex,Mutinex,https://mutinex.co,Mutinex is a marketing investment analytics firm providing AI-powered market mix modeling to optimize marketing ROI.,AU
my-sheet-music-transcriptions,My Sheet Music Transcriptions,https://www.mysheetmusictranscriptions.com,My Sheet Music Transcriptions is a Spanish company that provides professional music transcription services for musicians.,ES
myriota,Myriota,https://myriota.com,"Myriota provides low-cost, long-battery-life satellite connectivity for the Internet of Things (IoT) across the globe.",AU
mystro,Mystro,https://mystro.au,Mystro is an Australian logistics technology company providing software to optimize delivery and field service operations.,AU
mytech-consulting-services,MYtech Consulting Services,https://www.mytech.com.au,"MYtech Consulting provides tailored IT services, managed services, and digital workplace solutions for Australian businesses.",AU
n8n,n8n,https://n8n.io,n8n is an open-source workflow automation tool that lets you connect anything to everything.,DE
nacre-capital,Nacre Capital,https://www.nacrecapital.com,Nacre Capital is a global venture builder focusing on deep technology companies.,IL
narrative,Narrative,https://www.narrative.so,Narrative (narrative.so) provides AI-powered software tools for professional photographers to streamline their post-shoot workflow.,NZ
natobotics,Natobotics,https://www.natobotics.com,"Natobotics provides technology, digital customer experience, and software development services.",ES
natural-selection-group,Natural Selection Group,https://www.naturalselectiongroup.com.au,Natural Selection Group is a recruitment consultancy specializing in technology talent in Australia.,AU
naturalsoft,Naturalsoft,https://www.naturalsoft.es,Naturalsoft specializes in medical and clinic management software solutions in Spain.,ES
nci-brokers,National Credit Insurance (Brokers) Pty Ltd,https://www.nci.com.au,NCI (National Credit Insurance) is a specialist trade credit insurance broker in Australia.,AU
ncr-voyix,NCR Voyix,https://www.ncrvoyix.com,"NCR Voyix is a global leader in digital commerce solutions, specializing in retail and restaurant technology.",US
nec-smart-cities,NEC Smart Cities,https://www.nec.com,NEC Smart Cities is a division of NEC Corporation providing advanced technology for urban development and digital governance.,JP
neotalent-conclusion,Neotalent Conclusion,https://www.neotalent.pt,"Neotalent Conclusion is an IT and engineering services company based in Portugal, focusing on staffing and software development.",PT
nep-group-inc,"NEP Group, Inc.",https://www.nepgroup.com,"NEP Group provides technology and services for live broadcasting, studios, and production services globally.",US
netapp,NetApp,https://www.netapp.com,"NetApp is a global cloud-led, data-centric software company that helps organizations lead with data in the hybrid cloud.",US
netcarreiras,NetCarreiras,https://netcarreiras.com.br,NetCarreiras is a Brazilian HR and technology company specializing in career management and recruitment solutions.,BR
netcheck,NETCheck,https://www.netcheck.es,NETCheck is a software consultancy firm in Spain specializing in digital transformation and custom software solutions.,ES
netwealth,Netwealth - See Wealth Differently (ASX:NWL),https://www.netwealth.com.au,Netwealth is an Australian financial services company providing wealth management and superannuation solutions.,AU
neurored-tms-scm,Neurored TMS & SCM,https://www.neurored.com,Neurored provides a Salesforce-native solution for Transportation Management Systems (TMS) and Supply Chain Management (SCM).,ES
new-world-consulting,New World Consulting,https://newworldconsulting.com.au,New World Consulting is a specialist technical recruitment agency focusing on technology and transformation.,AU
new-world-immigration,New World Immigration,https://nwivisas.com,"New World Immigration is a leading immigration consultancy specializing in visa services for South Africa, Australia, Canada, and other countries.",ZA
newspace-research-and-technologies,NewSpace Research and Technologies,https://www.newspace.co.in,NewSpace Research and Technologies is an aerospace and defense R&D company specializing in advanced unmanned systems.,IN
nextplay,NextPlay,https://nextplaytechnologies.com,"NextPlay Technologies is a technology solutions company specializing in games, in-game advertising, and travel booking.",US
nexty-pty-ltd,Nexty Pty Ltd,https://www.nexty.com.au,Nexty Australia is an integrated branding and advertising agency focusing on digital solutions and marketing.,AU
ngs-super,NGS Super,https://www.ngssuper.com.au,NGS Super is an Australian industry superannuation fund primarily serving the education and community sectors.,AU
nib-group,nib Group,https://www.nib.com.au,"nib Group is a leading Australian health insurer providing health, life, and travel insurance to millions of people.",AU
nine-mile,Nine Mile,https://www.nmftrading.com,Nine Mile (nmftrading.com) is an electronic principal trading firm focused on market making and arbitrage.,AU
ninjatech-ai,NinjaTech AI,https://ninjatech.ai,NinjaTech AI develops next-generation generative AI solutions and personal AI agents for productivity and automation.,US
nissan-motor-corporation,Nissan Motor Corporation,https://www.nissan-global.com,Nissan Motor Corporation is a global automobile manufacturer headquartered in Japan.,JP
nivoda,Nivoda,https://nivoda.com,"Nivoda is the leading b2b marketplace for the global jewelry industry, connecting retailers with a global supply of diamonds and gemstones.",UK
northius,Northius,https://northius.com,"Northius is a leading digital education platform in Spain, specializing in vocational and professional training.",ES
northpower,Northpower,https://northpower.nz,Northpower is a New Zealand electricity and fibre utility provider serving the Northland region.,NZ
nova-systems,Nova Systems,https://www.novasystems.com,Nova Systems is a global engineering services and technology solutions company specializing in systems safety and engineering.,AU
novahiring,NovaHiring,https://novahiring.com,NovaHiring is a technology recruitment and talent solutions company based in Spain.,DE
nowon-ag,nowon AG,https://nowon.io,nowon AG is a technology company specializing in innovative software solutions and digitalization.,CH
nsw-education-standards-authority,NSW Education Standards Authority,https://www.educationstandards.nsw.edu.au,The NSW Education Standards Authority (NESA) is the statutory body responsible for teaching and learning standards in New South Wales.,AU
nsw-health,NSW Health,https://www.health.nsw.gov.au,"NSW Health is the public health system of the New South Wales Government, managing hospitals and public health services.",AU
ntt-data,NTT DATA,https://www.nttdata.com,NTT DATA is a top-tier global IT services and consulting company.,JP
nubika-cloud-solutions,Nubika - Cloud Solutions,https://nubika.com,Nubika is a strategic digital consultancy and prominent Salesforce partner in Spain.,ES
nuix,Nuix,https://www.nuix.com,Nuix is an Australian technology company specializing in investigative analytics and intelligence software for big data.,AU
numbero-spain-s-l,NUMBERO Spain S.L.,https://numbero.de,NUMBERO Spain specializes in developing frontend and backend software for the automotive sector.,ES
nunegal-consulting,Nunegal Consulting,https://www.nunegal.com,"Nunegal Consulting provides IT services, software development, and strategic consulting for businesses.",ES
nuvento,Nuvento,https://www.nuvento.com,Nuvento is a big data engineering and software consulting firm specializing in government and enterprise projects.,AU
nx-technologies,NX Technologies,https://www.bezahl.de,NX Technologies is a fintech company specializing in digital payment management solutions for the automotive industry (bezahl.de).,DE
nxp-semiconductors,NXP Semiconductors,https://www.nxp.com,NXP Semiconductors is a global semiconductor manufacturer and designer providing secure connectivity solutions for embedded applications.,NL
objective-corporation,Objective Corporation,https://www.objective.com.au,Objective Corporation is an Australian software company providing information management solutions to government.,AU
oceanagold-corporation,OceanaGold Corporation,https://www.oceanagold.com,"OceanaGold is a multinational gold producer committed to the highest standards of technical, environmental, and social performance.",AU
odoo,Odoo,https://www.odoo.com,"Odoo is a suite of open-source business apps that cover all your company needs: CRM, E-commerce, accounting, and more.",BE
oga-ai,OGA.ai,https://www.oga.ai,OGA.ai is an artificial intelligence engineering firm specializing in the optimization of critical business processes.,ES
oif-ventures,OIF Ventures,https://www.oifventures.com.au,OIF Ventures is a leading Australian venture capital firm that partners with high-growth technology companies.,AU
omada,Omada,https://www.omadaidentity.com,Omada is a global leader in Identity Governance and Administration (IGA) and Identity Access Management (IAM) software.,DK
on3-works,ON3 WORKS,https://www.on3works.com,ON3 Works provides AI-driven recruiting and bench optimization software to maximize efficiency for people-based businesses.,US
one-playground,One Playground,https://www.oneplayground.com.au,One Playground (formerly Fitness Playground) is an award-winning fitness and wellness center network in Australia.,AU
oneschool-global,OneSchool Global,https://www.oneschoolglobal.com,"OneSchool Global is one of the world's largest independent school networks, focusing on self-directed learning.",AU
onyx-gaming,Onyx Gaming,https://onyxgaming.com.au,Onyx Gaming is an Australian licensed supplier of gaming machines and systems for the hospitality industry.,AU
ooh,oOh!,https://www.oohmedia.com.au,"oOh!media is Australia's leading Out Home media company, with an extensive network of billboards and signs.",AU
open-assessment-technologies,Open Assessment Technologies,https://www.taotesting.com,"OAT is the publisher of TAO, the leading open-source platform for online assessment in education and public service.",LU
open,Open,https://open.insure,Open is an Australian fintech company providing white-label insurance-as-a-service for global brands.,AU
opennebula-systems,OpenNebula Systems,https://opennebula.io,OpenNebula is a powerful open-source platform for building and managing private and hybrid clouds and edge computing.,ES
optiver,Optiver,https://www.optiver.com,"Optiver is a leading global technology-driven market maker, providing liquidity to financial markets worldwide.",NL
opus-recruitment-solutions,Opus Recruitment Solutions,https://www.opusrs.com,Opus Recruitment Solutions is a multi-award-winning global technology recruitment firm.,UK
orbidi,ORBIDI,https://www.orbidi.com,Orbidi is a digital marketing agency and e-commerce growth platform helping small businesses build their online presence.,ES
orbis-group,Orbis Group,https://www.orbisgroup.co.uk,Orbis Group is a specialist technology recruitment consultancy based in the UK and operating globally.,UK
orisha-commerce,Orisha Commerce,https://www.orisha.com,"Orisha is a French software group providing business software for the retail, real estate, and healthcare industries.",FR
oritain,Oritain,https://oritain.com,"Oritain is a global leader in forensic science, providing traceability solutions to verify the origin of products and raw materials.",NZ
ormazabal,Ormazabal,https://www.ormazabal.com,"Ormazabal, part of Velatia, provides high-tech electrical equipment and solutions for the digitalization of the power grid.",ES
ormco,Ormco,https://www.ormco.com,"Ormco is a global leader in orthodontic products, known for innovative braces, wires, and aligner systems.",US
ornata,Ornata,https://ornata.ag,Ornata is an Australian agtech company providing agricultural autonomy services to transform farm equipment.,AU
orquest-retail-smart-planning,Orquest - Retail Smart Planning,https://www.orquest.com,Orquest is an AI-driven workforce planning and scheduling software designed specifically for the retail industry.,ES
ow-ocean-winds,OW Ocean Winds,https://www.oceanwinds.com,"Ocean Winds is an international company dedicated to the development, financing, and operation of offshore wind farms.",ES
pagonxt-a-santander-company,PagoNxt (a Santander company),https://www.pagonxt.com,"PagoNxt is a global payments technology company, part of the Santander Group, offering solutions for businesses and individuals.",ES
palex-espa-a,Palex España,https://www.palexmedical.com,Palex Medical is the leading supplier of advanced medical solutions for the hospital and healthcare sector in Spain and Portugal.,ES
palta,Palta,https://palta.com,Palta is a global health and well-being technology company that co-founds and scales impactful digital products like Flo and Simple.,MT
pan-pac-forest-products-ltd,Pan Pac Forest Products Ltd,https://www.panpac.co.nz,Pan Pac Forest Products is a major New Zealand producer of high-quality wood products for global markets.,NZ
panthr,Panthr,https://panthr.io,Panthr is a Spanish boutique digital transformation consultancy focusing on high-impact technology projects.,ES
papernest,papernest,https://www.papernest.com,papernest is a digital assistant that helps users manage and transfer all their contracts and subscriptions seamlessly.,FR
paradigma-digital,Paradigma Digital,https://www.paradigmadigital.com,Paradigma Digital is a Spanish technology consultancy specialized in digital transformation through cloud-native and agile solutions.,ES
paramount-australia-new-zealand,Paramount Australia & New Zealand,https://www.paramountanz.com.au,Paramount Australia & New Zealand (Paramount ANZ) is a major media company and operator of Network 10 and Paramount+.,US
parking-network-b-v,Parking Network B.V.,https://www.parking-network.com,"Parking Network is the leading information platform for the global parking industry, connecting professionals and sharing news.",NL
passporter,Passporter,https://passporterapp.com,"Passporter is a travel tech startup that allows users to plan, organize, and share their trips through a visual and social platform.",ES
pathify,Pathify,https://pathify.com,Pathify is a leading higher-ed portal that provides students with a unified digital experience to manage their academic life.,US
pax8,Pax8,https://www.pax8.com,"Pax8 is a global cloud marketplace that helps managed service providers (MSPs) buy, sell, and manage cloud solutions.",US
paxerahealth,PaxeraHealth,https://paxerahealth.com,PaxeraHealth provides an industry-leading AI-powered enterprise imaging platform for hospitals and imaging centers.,US
paxus,Paxus,https://www.paxus.com.au,"Paxus is one of Australia’s leading technology recruitment agencies, connecting top digital talent with leading organizations.",AU
paymentology,Paymentology,https://www.paymentology.com,"Paymentology is the first truly global payment issuer-processor, enabling banks and fintechs to deploy advanced payment programs.",UK
peoplebank,Peoplebank,https://www.peoplebank.com.au,"Peoplebank is Australia's largest IT recruitment company, specializing in contract and permanent technology talent.",AU
performanze,Performanze,https://performanze.io,Performanze is a Spanish digital marketing agency specializing in high-performance growth and data-driven advertising.,ES
pet-circle,Pet Circle,https://www.petcircle.com.au,"Pet Circle is Australia’s largest online pet supplies retailer, providing food, health products, and pet care advice.",AU
phocas-software,Phocas Software,https://www.phocassoftware.com,Phocas Software is an Australian-founded business intelligence firm providing data analytics and financial reporting solutions.,AU
picsil,PICSIL,https://picsilsport.com,"PICSIL is a Spanish sports equipment company specializing in high-performance gear for Crossfit, weightlifting, and gymnastics.",ES
pinpoint-talent,Pinpoint Talent,https://www.pinpointtalent.com.au,"Pinpoint Talent is a boutique Australian recruitment firm focusing on technology, data, and digital marketing roles.",AU
playbook,PLAYBOOK,https://www.playbook.com,Playbook is a modern creative asset management platform that uses AI to organize and share visual files automatically.,US
playstation,PlayStation,https://www.playstation.com,"PlayStation is a major global gaming brand and subsidiary of Sony Interactive Entertainment, developing consoles and games.",US
plus-also-studios,Plus Also Studios,https://plusalsostudios.com.au,"Plus Also Studios is an AI-enabled creative digital agency in Australia specializing in high-speed, automated campaign rollouts.",AU
pop-mart,POP MART,https://www.popmart.com,"POP MART is a leading Chinese pop culture and designer toy brand, famous for its blind box collections.",CN
port-d-informaci-cient-fica,Port d'Informació Científica,https://www.pic.es,Port d'Informació Científica (PIC) is a scientific-technological data center in Barcelona supporting research in physics and big data.,ES
powerfleet,Powerfleet,https://www.powerfleet.com,Powerfleet is a global leader in IoT software-as-a-service (SaaS) solutions for optimizing mobile assets and fleets.,US
pra,PRA,https://www.iconplc.com,"PRA Health Sciences was a US-based clinical research organization, now part of ICON plc following its acquisition in 2021.",US
practiv,Practiv,https://practiv.com,Practiv is a New Zealand-based software development and systems integration company specialized in cloud-native delivery.,NZ
praetorian-aeronautics,Praetorian Aeronautics,https://www.praetorian-aeronautics.com,Praetorian Aeronautics is an Australian defense technology company specializing in autonomous platforms and counter-UAS interceptors.,AU
pragmatike,Pragmatike,https://pragmatike.com,Pragmatike is a French technology company providing HR recruitment solutions and digital talent management services.,FR
pratt-whitney,Pratt & Whitney,https://www.prattwhitney.com,"Pratt & Whitney is a world leader in the design, manufacture, and service of aircraft engines and auxiliary power units.",US
primer-impacto,primer impacto,https://www.primerimpacto.es,"Primer Impacto is a Spanish leader in field marketing and point-of-sale services, helping brands improve their visibility and sales.",ES
proarcai,Proarcai,https://www.proarcai.com,Proarcai is a Spanish-German management consultancy specializing in international executive search and recruitment.,ES
procesia,Procesia,https://www.procesia.com,Procesia is a Spanish technology consultancy specialized in digital transformation and process innovation.,ES
prodevelop,Prodevelop,https://www.prodevelop.es,Prodevelop is a Spanish technology company specializing in maritime logistics and port management software systems.,ES
profound-people,ProFound People,https://profoundpeople.com.au,"ProFound People is an Australian technology recruitment firm specializing in engineering, data, and cybersecurity talent.",AU
prospa,Prospa,https://www.prospa.com,"Prospa is Australia's \#1 online lender to small businesses, providing fast and flexible funding solutions.",AU
protoinfo,Protoinfo,https://protoinfo.es,Protoinfo is a Spanish technology company providing specialized IT services and systems maintenance.,ES
pwc-australia,PwC Australia,https://www.pwc.com.au,"PwC Australia is part of the global network of professional services firms providing audit, tax, and consulting services.",AU
qaracter-beyond-your-challenge,Qaracter - Beyond your Challenge,https://www.qaracter.com,Qaracter is a global technology and business consulting firm specializing in the financial services and banking sector.,ES
qsic,QSIC,https://getqsic.com,"QSIC is a global leader in AI-driven in-store audio platforms, transforming retail music into a data-driven marketing channel.",AU
quadrivia-ai,Quadrivia AI,https://quadrivia.ai,Quadrivia AI is a health technology company providing clinical AI assistants to support healthcare professionals.,ES
qualcomm,Qualcomm,https://www.qualcomm.com,"Qualcomm is a world leader in wireless technology, semiconductors, and software for mobile devices and automotive systems.",US
quantium,Quantium,https://quantium.com,Quantium is a world-class data science and AI firm providing insights to global businesses across diverse sectors.,AU
quantumblack-ai-by-mckinsey,"QuantumBlack, AI by McKinsey",https://www.quantumblack.com,QuantumBlack is the specialized AI and advanced analytics division of McKinsey & Company.,US
quixotic,QUIXOTIC,https://www.quixotic.technology,Quixotic is a Spanish technology firm provides a SaaS platform for energy retailers to automate billing and operations.,ES
randstad-digital-new-zealand,Randstad Digital New Zealand,https://www.randstaddigital.com/about/locations/offices-new-zealand/,Randstad Digital New Zealand is a digital enablement partner connecting IT and digital talent with businesses in the region.,NL
rdt,RDT,https://rdt.com,RDT is an engineering company specializing in high value-added engineering services and technology solutions.,ES
real-time-innovations-rti,Real-Time Innovations (RTI),https://www.rti.com,Real-Time Innovations (RTI) is the largest software framework provider for autonomous systems.,US
realtyassist,RealtyAssist,https://www.realtyassist.com.au,RealtyAssist is an Australian real estate financial technology company providing digital payment and settlement solutions.,AU
reason-group,Reason Group,https://reason.com.au,Reason Group is an Australian technology services firm specializing in digital government solutions and modernization.,AU
reclut,Reclut,https://reclut.es,Reclut is a boutique recruitment and headhunting consultancy specializing in personnel selection and career guidance in Spain.,ES
recovo,Recovo,https://recovo.co,Recovo is a B2B platform for circular fashion that connects textile waste with manufacturers and brands to give it a second life.,ES
redslim,Redslim,https://www.redslim.net,Redslim specializes in data harmonization and provides market intelligence solutions for global organizations.,CH
regenera,REGENERA,https://regeneraenergy.es,"REGENERA Energy is an Energy Services Company specializing in industrial installations, energy efficiency, and renewable energies.",ES
relocate-me,Relocate.me,https://relocate.me,Relocate.me is an online platform for tech professionals to find jobs abroad with relocation packages.,DE
renaissance-infosystems,Renaissance InfoSystems,https://reninfo.com.au,Renaissance InfoSystems provides technology consulting and software development services.,AU
rentokil-initial,Rentokil Initial,https://www.rentokil-initial.com,"Rentokil Initial is one of the largest business services companies in the world, specialized in pest control, hygiene, and workwear services.",GB
reserve-bank-of-australia,Reserve Bank of Australia,https://www.rba.gov.au,The Reserve Bank of Australia (RBA) is Australia's central bank and bank note issuing authority.,AU
resonate-cx,Resonate CX,https://www.resonate.cx,Resonate CX offers an AI-powered Customer Experience (CX) and Voice of the Customer (VoC) management platform.,AU
respondent,Respondent,https://www.respondent.io,Respondent is a remote-first platform that connects researchers with high-quality participants for market research.,US
retained,Retained,https://www.retained.com.au,Retained is an Australian recruitment firm specializing in SaaS recruitment and executive search.,AU
rewe-digital-spain,REWE digital Spain,https://www.rewe-digital.com,"REWE digital Spain is the technological heart of the REWE Group in Spain, focusing on developing innovative retail technologies.",DE
rheinmetall,Rheinmetall,https://www.rheinmetall.com,"Rheinmetall AG is a German automotive and arms manufacturer, providing products and services for mobility and security.",DE
rib-software,RIB Software,https://www.rib-software.com,"RIB Software is a pioneer in the construction industry, providing 5D BIM enterprise revolutionary software for construction enterprises.",DE
ridik-clps,RiDiK (a Subsidiary of CLPS. Nasdaq: CLPS),https://ridik.net,"RiDiK, a subsidiary of CLPS Incorporation, provides comprehensive business consulting and technology services to global organizations.",CN
rio-tinto,Rio Tinto,https://www.riotinto.com,"Rio Tinto is a leading global mining and metals group, focusing on finding, mining, and processing the Earth's mineral resources.",GB
rmkble,Rmkble,https://www.rmkble.com.au,Rmkble is an Australian consulting company specializing in business process improvement and technology solutions.,AU
rodi-motor-services,Rodi Motor Services,https://www.rodi.es,Rodi Motor Services is a leading provider of automotive maintenance and repair services in Spain.,ES
rohde-schwarz,Rohde & Schwarz,https://www.rohde-schwarz.com,"Rohde & Schwarz is a global technology group that develops, produces and markets innovative information and communications technology products for professional users.",DE
rollforming-services-limited,Rollforming Services Limited,https://www.rollforming.co.nz,Rollforming Services Limited is a New Zealand company specializing in roll-formed metal products.,NZ
romeu,Romeu,https://www.romeu.com,Romeu Group is a leading Spanish international freight logistics holding company with a presence in 23 countries.,ES
roompricegenie,RoomPriceGenie,https://roompricegenie.com,RoomPriceGenie is a revenue management software designed to help independent hotels increase their revenue by automating dynamic pricing.,CH
roomstay,Roomstay,https://roomstay.io,Roomstay is an accommodation booking engine platform designed to help lodging providers increase direct bookings.,AU
rover-com,Rover.com,https://rover.com,"Rover.com is an online marketplace for people to buy and sell pet care services, including pet sitting, dog walking, and doggy day care.",US
rovio-entertainment,Rovio Entertainment,https://www.rovio.com,Rovio Entertainment is a Finnish game developer best known for creating the Angry Birds franchise.,FI
ryft-ventures,Ryft Ventures,https://www.ryft.vc,Ryft Ventures is a venture studio that partners with founders to build and scale technology companies.,NZ
ryman-healthcare,Ryman Healthcare,https://www.rymanhealthcare.co.nz,"Ryman Healthcare is a major provider of aged care services in New Zealand, offering retirement village living and nursing care.",NZ
s2grupo,S2GRUPO,https://s2grupo.es,"S2 Grupo is a Spanish leader in cybersecurity and critical infrastructure protection, providing advanced security services.",ES
saab-australia,Saab Australia,https://www.saab.com/markets/australia,"Saab Australia is a provider of defense, security, and traffic management solutions specializing in command and control systems.",SE
sabseg-group,SABSEG GROUP,https://www.sabseg.com,SABSEG Group is a leading insurance brokerage firm in Portugal providing risk management services.,PT
sacyr,SACYR,https://www.sacyr.com,"Sacyr is a global infrastructure operator and developer involved in construction, concessions, and services.",ES
saeta-yield,Saeta Yield,https://www.saetayield.com,Saeta Yield is an energy infrastructure group focusing on renewable energy assets like wind and solar power.,ES
safetyculture,SafetyCulture,https://safetyculture.com,SafetyCulture is a global technology company providing digital tools to help frontline teams improve safety and quality.,AU
safewill,Safewill,https://www.safewill.com,Safewill is a leading online Will writing platform in Australia.,AU
safran-navigation-timing,Safran - Navigation & Timing,https://www.safran-navigation-timing.com,"Safran - Navigation & Timing (formerly Orolia) is a world leader in resilient positioning, navigation, and timing (PNT) solutions.",FR
salt,Salt,https://www.welovesalt.com,"Salt is a global digital recruitment agency specializing in technology, marketing, and creative talent.",UK
sandwai,Sandwai,https://www.sandwai.com.au,Sandwai provides scheduling and client management software designed for the Australian home and community care industry.,AU
sanlucar-company,SanLucar Company,https://www.sanlucar.com,SanLucar is a global premium fruit and vegetable brand producing over 100 varieties of produce.,ES
sanoma-learning,Sanoma Learning,https://www.sanomalearning.com,Sanoma Learning is a leading European K12 learning company providing digital platforms and educational content.,FI
santander-digital-services,Santander Digital Services,https://www.santander.com,"Santander Digital Services is the technology and innovation arm of Santander Group, driving digital transformation in banking.",ES
sap-business-bydesign-france,SAP Business ByDesign - France,https://www.sap.com/france,"SAP Business ByDesign is a cloud ERP solution by SAP, specifically tailored for mid-market companies in France and globally.",DE
sap-fioneer,SAP Fioneer,https://www.sapfioneer.com,"SAP Fioneer is a global joint venture between SAP and DEDIQ, providing software solutions for the financial services industry.",DE
sapia-ai,Sapia.ai,https://sapia.ai,Sapia.ai is an ethical AI hiring platform that uses conversational AI to provide fair and fast candidate screening.,AU
sarah-sebastian,SARAH & SEBASTIAN,https://www.sarahandsebastian.com,SARAH & SEBASTIAN is an Australian fine jewelry brand known for its conceptual designs and ethically sourced gemstones.,AU
sateliot,Sateliot,https://sateliot.space,Sateliot is a satellite telecommunications operator providing 5G IoT connectivity through a LEO nanosatellite constellation.,ES
savvy-data-systems,SAVVY DATA SYSTEMS,https://www.savvydatasystems.com,"Savvy Data Systems specializes in industrial data analytics, assisting industrial companies with digital transformation.",ES
scan-it,Scan-IT,https://scan-it.com.sg,"Scan-IT provides customized software solutions for the shipping, transportation, and logistics industry.",ES
scanz,Scanz,https://www.scanz.com,Scanz provides a comprehensive online trading platform and market scanner for equity traders.,US
scg-midlands,SCG Midlands,https://midlands.scgconnected.co.uk,"SCG Midlands provides technology and communications solutions, including IT, cybersecurity, and voice services.",UK
schneider-electric,Schneider Electric,https://www.se.com,"Schneider Electric is a global leader in energy management and automation, driving digital transformation in industry.",FR
schwarz-digits,Schwarz Digits,https://www.schwarz-digits.de,"Schwarz Digits is the IT and digital division of the Schwarz Group, providing cloud, cybersecurity, and e-commerce solutions.",DE
scout-talent-digital,Scout Talent.Digital,https://scouttalent.com.au,Scout Talent is an Australian recruitment technology and services provider helping organizations find and hire great talent.,AU
sdi,SDi,https://www.sdi.com.au,"SDI Limited is an Australian company specializing in the research, development, and manufacturing of dental materials.",AU
sea-ports,SEA & PORTS,https://www.spmgm.com,Sea & Ports Group is a global maritime and port logistics group specializing in trade flows with Africa.,ES
